output_dir,output_filename,travel_cost,conquer_cost,cost
outputs,645.out,12000003591.999802,2000000879.0,14000004470.999802
outputs,646.out,7108.000400000001,1493.0001,8601.0005
outputs,647.out,2398.0,321.0,2719.0
outputs,648.out,7860.495199999999,4783.0233,12643.518499999998
outputs,649.out,8255.083200000001,4736.7236,12991.806800000002
outputs,65.out,80.0,75.0,155.0
outputs,650.out,6590.626200000001,3877.9683999999997,10468.5946
outputs,651.out,354.0,617.0,971.0
outputs,652.out,600.0,1195.0,1795.0
outputs,653.out,156.0,227.0,383.0
outputs,654.out,946.0,582.0,1528.0
outputs,655.out,1896.0,1164.0,3060.0
outputs,656.out,178.94425999999999,63.5,242.44425999999999
outputs,657.out,20428.0,7854.0,28282.0
outputs,658.out,19008.0,6242.0,25250.0
outputs,659.out,16090.0,6483.0,22573.0
outputs,66.out,152.0,105.0,257.0
outputs,660.out,18088.0,33036.0,51124.0
outputs,661.out,36178.0,66072.0,102250.0
outputs,662.out,6028.0,11012.0,17040.0
outputs,663.out,3132.0,22781.0,25913.0
outputs,664.out,7555.0,47965.0,55520.0
outputs,665.out,3796.0,19383.0,23179.0
outputs,666.out,114024277000.38118,65996389237.96185,180020666238.34302
outputs,667.out,129504688460.07286,75996202721.02144,205500891181.0943
outputs,668.out,82869383491.36757,45997823431.59128,128867206922.95885
outputs,669.out,3162.0,2003.0,5165.0
outputs,67.out,346.0,176.0,522.0
outputs,670.out,5614.0,4203.0,9817.0
outputs,671.out,1824.0,1153.0,2977.0
outputs,672.out,0.013399999999999974,1474.0,1474.0134
outputs,673.out,0.025999999999999898,12902.0,12902.026
outputs,674.out,0.005200000000000001,149.0,149.0052
outputs,675.out,11.523179999999998,4.49854,16.02172
outputs,676.out,25.058320000000002,8.999059999999998,34.05738
outputs,677.out,2.87204,1.3498700000000001,4.22191
outputs,678.out,655984.6999999998,354004.56000000006,1009989.2599999999
outputs,679.out,913576.78,454542.95000000007,1368119.73
outputs,68.out,18.0,14.0,32.0
outputs,680.out,715184.74,404401.91,1119586.65
outputs,681.out,59445850.18800001,34822845.945300005,94268696.1333
outputs,682.out,77873499.40300004,45264969.96360001,123138469.36660005
outputs,683.out,52437823.61139999,26664182.0634,79102005.6748
outputs,684.out,242.17000000000002,132.465,374.635
outputs,685.out,224.33400000000006,120.23599999999999,344.57000000000005
outputs,686.out,83.48200000000001,45.89,129.372
outputs,687.out,1484.0,3153.0,4637.0
outputs,688.out,2874.0,5509.0,8383.0
outputs,689.out,1218.0,1466.0,2684.0
outputs,69.out,12180.0,15900.0,28080.0
outputs,690.out,214.0,58.0,272.0
outputs,691.out,120.0,61.0,181.0
outputs,692.out,116.0,43.0,159.0
outputs,693.out,44.0,23.0,67.0
outputs,694.out,84.0,43.0,127.0
outputs,695.out,22.0,12.0,34.0
outputs,699.out,17273.115440000012,2937.0,20210.115440000012
outputs,7.out,15151474.296200007,725328.1037,15876802.399900008
outputs,70.out,12180.0,15900.0,28080.0
outputs,700.out,22902.845980000006,5312.0,28214.845980000006
outputs,701.out,9917.270100000002,2994.0,12911.270100000002
outputs,702.out,598.0,1700.0,2298.0
outputs,703.out,39758.0,2970.0,42728.0
outputs,704.out,770210.0,182.0,770392.0
outputs,708.out,6.0,2.0,8.0
outputs,709.out,16.0,4.0,20.0
outputs,71.out,12180.0,15900.0,28080.0
outputs,710.out,24.0,24.0,48.0
outputs,714.out,531808594.0,1040.0,531809634.0
outputs,715.out,635333438.0,1402.0,635334840.0
outputs,716.out,392761570.0,909.0,392762479.0
outputs,717.out,660.0,834.0,1494.0
outputs,718.out,740.0,2743.0,3483.0
outputs,719.out,16.0,300.0,316.0
outputs,72.out,106.0,42.0,148.0
outputs,720.out,40.0,44.0,84.0
outputs,721.out,80.0,61.0,141.0
outputs,722.out,80.0,60.0,140.0
outputs,723.out,656.7726,589.814,1246.5866
outputs,724.out,706.3747999999999,680.578,1386.9528
outputs,725.out,459.67199999999997,492.71000000000004,952.3820000000001
outputs,73.out,360.0,320.0,680.0
outputs,74.out,28.0,20.0,48.0
outputs,75.out,3544.0,562.0,4106.0
outputs,76.out,7082.0,1129.0,8211.0
outputs,77.out,674.0,370.0,1044.0
outputs,78.out,47098.0,30975.0,78073.0
outputs,79.out,133472.0,74929.0,208401.0
outputs,8.out,3509480.1042,175158.8554,3684638.9595999997
outputs,80.out,7446.0,4743.0,12189.0
outputs,81.out,236.0,99.0,335.0
outputs,82.out,440.0,153.0,593.0
outputs,83.out,118.0,31.0,149.0
outputs,84.out,141777959.8908,738811.0314,142516770.9222
outputs,85.out,4080023095.7748027,1493530.1335,4081516625.908303
outputs,86.out,41237304.705199994,359328.0271,41596632.73229999
outputs,87.out,173.60000000000002,73.0,246.60000000000002
outputs,88.out,351.20000000000005,150.0,501.20000000000005
outputs,89.out,79.8,29.0,108.8
outputs,9.out,209.98000000000005,237.87999999999997,447.86
outputs,90.out,1751974.5800000012,300032.0,2052006.5800000012
outputs,91.out,3270520.0,3638.0,3274158.0
outputs,92.out,669552.92,100015.0,769567.92
outputs,93.out,368.0,154.0,522.0
outputs,94.out,654.0,353.0,1007.0
outputs,95.out,198.0,35.0,233.0
outputs,96.out,55349.59999999992,4.799999999999999,55354.39999999992
outputs,97.out,37500.0,100.0,37600.0
outputs,98.out,9498.400000000007,2.2000000000000006,9500.600000000008
outputs,99.out,614.0,327.0,941.0
