output_dir,output_filename,travel_cost,conquer_cost,cost
outputs-concorde,41.out,3520.0,504.0,4024.0
outputs-concorde,410.out,270.0,569.0,839.0
outputs-concorde,411.out,4470.0,3935.0,8405.0
outputs-concorde,412.out,40479.0,15563.0,56042.0
outputs-concorde,413.out,1019.0,790.0,1809.0
outputs-concorde,414.out,2083.0,418.0,2501.0
outputs-concorde,415.out,3496.0,649.0,4145.0
outputs-concorde,416.out,1136.0,250.0,1386.0
outputs-concorde,417.out,5630.0,3136.0,8766.0
outputs-concorde,418.out,9580.0,4650.0,14230.0
outputs-concorde,419.out,2876.0,296.0,3172.0
outputs-concorde,42.out,158383.91899999994,423330.113,581714.0319999999
outputs-concorde,420.out,194.0,97.0,291.0
outputs-concorde,422.out,268.0,108.0,376.0
outputs-concorde,423.out,3114.5,1953.0,5067.5
outputs-concorde,424.out,116.9,70.0,186.9
outputs-concorde,425.out,729.0,505.0,1234.0
outputs-concorde,426.out,18388367282.779198,19353547179.0896,37741914461.8688
outputs-concorde,427.out,23444864018.528606,20472553646.593803,43917417665.122406
outputs-concorde,428.out,25831489.08299999,9834046.6281,35665535.71109999
outputs-concorde,429.out,1547.0,609.0,2156.0
outputs-concorde,43.out,169298.529,689802.6919999998,859101.2209999998
outputs-concorde,430.out,468.0,32.0,500.0
outputs-concorde,431.out,50.0,33.0,83.0
outputs-concorde,432.out,23.221069999999997,9.0,32.22107
outputs-concorde,433.out,27.23748,19.0,46.237480000000005
outputs-concorde,434.out,31.41162,70.0,101.41162
outputs-concorde,435.out,70.0,80.0,150.0
outputs-concorde,436.out,70.0,80.0,150.0
outputs-concorde,437.out,40.0,50.0,90.0
outputs-concorde,438.out,771.0230999999999,257194.30709999998,257965.33019999997
outputs-concorde,439.out,971.4952,259605.12,260576.6152
outputs-concorde,44.out,77992.55200000001,213585.81200000003,291578.36400000006
outputs-concorde,440.out,777.8444,325457.58379999996,326235.42819999997
outputs-concorde,441.out,14838.253,12968.184,27806.436999999998
outputs-concorde,442.out,33600.92400000001,27576.799,61177.72300000001
outputs-concorde,443.out,59.0,44.0,103.0
outputs-concorde,444.out,56.0,12.0,68.0
outputs-concorde,445.out,136.0,34.0,170.0
outputs-concorde,447.out,824.0,1511.0,2335.0
outputs-concorde,448.out,1356.0,3246.0,4602.0
outputs-concorde,449.out,360.0,778.0,1138.0
outputs-concorde,45.out,177.40000000000006,357.30000000000007,534.7000000000002
outputs-concorde,450.out,110.0,17.0,127.0
outputs-concorde,451.out,125.0,41.0,166.0
outputs-concorde,452.out,78.0,30.0,108.0
outputs-concorde,453.out,45.26949000000001,40.362880000000004,85.63237000000001
outputs-concorde,454.out,66.7778,45.170759999999994,111.94855999999999
outputs-concorde,455.out,74.85499999999999,36.277,111.13199999999999
outputs-concorde,456.out,84.0,246.0,330.0
outputs-concorde,457.out,166.0,486.0,652.0
outputs-concorde,458.out,38.0,111.0,149.0
outputs-concorde,459.out,1510.871,1622.047,3132.918
outputs-concorde,46.out,2171.9999999999995,498.0000000000003,2670.0
outputs-concorde,460.out,2323.921,2131.5030000000006,4455.424000000001
outputs-concorde,461.out,764.6809999999999,803.2930000000001,1567.9740000000002
outputs-concorde,462.out,69695500.0,1325426557.0,1395122057.0
outputs-concorde,463.out,178272000.0,609801237.0,788073237.0
outputs-concorde,464.out,48351500.0,2617491893.0,2665843393.0
outputs-concorde,468.out,207.0,192.0,399.0
outputs-concorde,469.out,406.0,375.0,781.0
outputs-concorde,47.out,84.10000000000001,186.29999999999998,270.4
outputs-concorde,470.out,119.0,118.0,237.0
outputs-concorde,471.out,2102.000000000048,1016.0,3118.000000000048
outputs-concorde,472.out,4125.000000000091,2541.0,6666.000000000091
outputs-concorde,473.out,1351.0000000000273,600.0,1951.0000000000273
outputs-concorde,474.out,23.0,13.0,36.0
outputs-concorde,475.out,18.0,12.0,30.0
outputs-concorde,476.out,16.0,8.0,24.0
outputs-concorde,477.out,11233.0,4951.0,16184.0
outputs-concorde,478.out,18159.0,6161.0,24320.0
outputs-concorde,479.out,4591.0,1540.0,6131.0
outputs-concorde,48.out,540.0,41.0,581.0
outputs-concorde,480.out,963.0,3011.0,3974.0
outputs-concorde,481.out,1171.0,3909.0,5080.0
outputs-concorde,482.out,1453.0,474.0,1927.0
outputs-concorde,483.out,604580.0,602045.0,1206625.0
outputs-concorde,484.out,858286.0,854580.0,1712866.0
outputs-concorde,485.out,503126.0,451938.0,955064.0
outputs-concorde,486.out,196.0,342.0,538.0
outputs-concorde,487.out,418.0,528.0,946.0
outputs-concorde,488.out,293.0,397.0,690.0
outputs-concorde,489.out,21596.0,15503.0,37099.0
outputs-concorde,49.out,1080.0,81.0,1161.0
outputs-concorde,490.out,27080.0,50837.0,77917.0
outputs-concorde,491.out,12282.0,2650.0,14932.0
outputs-concorde,492.out,100.0,1328.0,1428.0
outputs-concorde,493.out,198.0,5087.0,5285.0
outputs-concorde,494.out,48.0,337.0,385.0
outputs-concorde,495.out,27583.502909999996,32001.79797,59585.300879999995
outputs-concorde,496.out,45714.79583999999,58976.51699000001,104691.31283000001
outputs-concorde,497.out,16422.64633,22286.80992,38709.45625
outputs-concorde,498.out,456.0,223.0,679.0
outputs-concorde,499.out,1244571.429560003,874285.7147700001,2118857.1443300033
outputs-concorde,5.out,1304.53,45.269999999999996,1349.8
outputs-concorde,50.out,260.0,20.0,280.0
outputs-concorde,500.out,78.0,78.0,156.0
outputs-concorde,501.out,905.0,810.0,1715.0
outputs-concorde,502.out,1805.0,1710.0,3515.0
outputs-concorde,503.out,455.0,360.0,815.0
outputs-concorde,504.out,43.0,4.0,47.0
outputs-concorde,505.out,42.0,4.0,46.0
outputs-concorde,506.out,42.0,4.0,46.0
outputs-concorde,507.out,114.4142,27.0,141.4142
outputs-concorde,508.out,195.0,26.0,221.0
outputs-concorde,509.out,82.0,26.0,108.0
outputs-concorde,51.out,211.2,109.10999999999999,320.30999999999995
outputs-concorde,510.out,1042297.5356899998,3500139343.45533,3501181640.9910197
outputs-concorde,511.out,1035279.3649000002,3500123785.57053,3501159064.93543
outputs-concorde,512.out,1032454.7856600002,3500120570.44356,3501153025.22922
outputs-concorde,513.out,792.0,689.0,1481.0
outputs-concorde,514.out,918.0,741.0,1659.0
outputs-concorde,515.out,605.0,554.0,1159.0
outputs-concorde,516.out,604.0,1010682.0,1011286.0
outputs-concorde,517.out,1208.0,2021366.0,2022574.0
outputs-concorde,518.out,301.0,240.0,541.0
outputs-concorde,519.out,81.0,128.0,209.0
outputs-concorde,52.out,266.09999999999997,112.10999999999999,378.2099999999999
outputs-concorde,520.out,35.0,164.0,199.0
outputs-concorde,522.out,42.0,52.0,94.0
outputs-concorde,523.out,42.0,34.0,76.0
outputs-concorde,524.out,28.0,34.0,62.0
outputs-concorde,525.out,12.0,7.0,19.0
outputs-concorde,526.out,9.0,4.0,13.0
outputs-concorde,527.out,3.0,3.0,6.0
outputs-concorde,530.out,172.0,165.0,337.0
outputs-concorde,531.out,1545.7989000000002,5.3786,1551.1775000000002
outputs-concorde,532.out,2261.9218,7.9655000000000005,2269.8873
outputs-concorde,533.out,1412.6141,2.6856,1415.2997
outputs-concorde,534.out,55031.0,15875.0,70906.0
outputs-concorde,535.out,68527.0,14761.0,83288.0
outputs-concorde,536.out,53430.0,17601.0,71031.0
outputs-concorde,537.out,13408.0,2903.0,16311.0
outputs-concorde,538.out,12260.0,4053.0,16313.0
outputs-concorde,539.out,11766.0,2816.0,14582.0
outputs-concorde,54.out,239.0,192.0,431.0
outputs-concorde,540.out,370.0,1162.0,1532.0
outputs-concorde,541.out,430.0,1330.0,1760.0
outputs-concorde,542.out,128.0,115.0,243.0
outputs-concorde,543.out,84.0,82.0,166.0
outputs-concorde,544.out,84.0,82.0,166.0
outputs-concorde,545.out,26.0,27.0,53.0
outputs-concorde,546.out,80.0,50.0,130.0
outputs-concorde,547.out,101.0,101.0,202.0
outputs-concorde,548.out,49.0,22.0,71.0
outputs-concorde,549.out,160.0,112.0,272.0
outputs-concorde,55.out,279.0,392.0,671.0
outputs-concorde,550.out,277336104.0,312487534.65574,589823638.65574
outputs-concorde,551.out,240524137.0,257749692.01858,498273829.01857996
outputs-concorde,552.out,326.0,317.0,643.0
outputs-concorde,553.out,676.0,605.0,1281.0
outputs-concorde,554.out,172.0,165.0,337.0
outputs-concorde,555.out,283.0047999999998,331.0,614.0047999999998
outputs-concorde,556.out,410.0075999999989,509.0,919.0075999999989
outputs-concorde,557.out,71.00100000000002,58.0,129.00100000000003
outputs-concorde,558.out,100.3,111.0,211.3
outputs-concorde,559.out,217.0,193.0,410.0
outputs-concorde,56.out,219.0,92.0,311.0
outputs-concorde,560.out,50.0,50.0,100.0
outputs-concorde,561.out,248000192.0,41001000.0,289001192.0
outputs-concorde,562.out,520000396.0,75001000.0,595001396.0
outputs-concorde,563.out,120000096.0,25001000.0,145001096.0
outputs-concorde,564.out,62.0,29.0,91.0
outputs-concorde,565.out,92.0,34.0,126.0
outputs-concorde,566.out,59.0,29.0,88.0
outputs-concorde,567.out,1568.1327899999999,1038.0,2606.1327899999997
outputs-concorde,568.out,1559.9244999999999,1033.0,2592.9245
outputs-concorde,569.out,438.57641,1690.0,2128.57641
outputs-concorde,57.out,234.0,223.0,457.0
outputs-concorde,573.out,2471.9045,1019883.8308,1022355.7353
outputs-concorde,574.out,2779.1933,2440669.8530000006,2443449.0463000005
outputs-concorde,575.out,1830.3865999999998,914523.6863000001,916354.0729
outputs-concorde,576.out,489.36586999999986,159346.0,159835.36587
outputs-concorde,577.out,101008.25494999996,48811.0,149819.25494999997
outputs-concorde,578.out,118.84099999999998,639.0,757.841
outputs-concorde,579.out,2559.0,777.0,3336.0
outputs-concorde,58.out,436.0,495.0,931.0
outputs-concorde,580.out,5234.002,1671.02,6905.022000000001
outputs-concorde,581.out,2321.0,586.0,2907.0
outputs-concorde,582.out,6465.0,6603.0,13068.0
outputs-concorde,583.out,8090.0,5071.0,13161.0
outputs-concorde,584.out,4551.0,4362.0,8913.0
outputs-concorde,585.out,970.0,709.98,1679.98
outputs-concorde,586.out,970.0,677.88,1647.88
outputs-concorde,587.out,770.0,568.47,1338.47
