output_dir,output_filename,travel_cost,conquer_cost,cost
outputs-concorde,588.out,1834.8070200000002,1345.0,3179.80702
outputs-concorde,589.out,3373.9990500000004,1718.0,5091.99905
outputs-concorde,59.out,99.0,149.0,248.0
outputs-concorde,590.out,701.7428500000001,412.0,1113.74285
outputs-concorde,591.out,6.0,300.0,306.0
outputs-concorde,592.out,492.0,1730.0,2222.0
outputs-concorde,593.out,808.0,213.0,1021.0
outputs-concorde,595.out,13.0,49.0,62.0
outputs-concorde,597.out,4826.0,1890.0,6716.0
outputs-concorde,598.out,4826.0,1890.0,6716.0
outputs-concorde,599.out,2071.0,847.0,2918.0
outputs-concorde,6.out,3885080.1188999987,153708.5956,4038788.714499999
outputs-concorde,60.out,5967.0,3136.0,9103.0
outputs-concorde,600.out,35242.0,90755.0,125997.0
outputs-concorde,601.out,315.30219999999997,95.52620000000005,410.8284
outputs-concorde,602.out,900.3539000000003,951.2884,1851.6423000000004
outputs-concorde,603.out,48455562259.21676,42593169936.90133,91048732196.11809
outputs-concorde,604.out,160138094159.69867,111343201104.64671,271481295264.3454
outputs-concorde,605.out,38339303041.569885,24484347170.232433,62823650211.80232
outputs-concorde,606.out,6002.0,3103.0,9105.0
outputs-concorde,607.out,12915026254.0,12523661816.0,25438688070.0
outputs-concorde,608.out,84.0,110.0,194.0
outputs-concorde,609.out,917242363.0,16246161407.0,17163403770.0
outputs-concorde,61.out,49400.0,45239.0,94639.0
outputs-concorde,610.out,643020568.0,12695294397.0,13338314965.0
outputs-concorde,611.out,100554703.0,178152778.0,278707481.0
outputs-concorde,612.out,15574.0,9497.0,25071.0
outputs-concorde,613.out,22566.0,15350.0,37916.0
outputs-concorde,614.out,4927.0,4205.0,9132.0
outputs-concorde,615.out,217.0,203.0,420.0
outputs-concorde,616.out,115.0,4000000067.0,4000000182.0
outputs-concorde,617.out,186.0,223.0,409.0
outputs-concorde,62.out,2882.0,1284.0,4166.0
outputs-concorde,621.out,506.0,755.0,1261.0
outputs-concorde,622.out,506.0,755.0,1261.0
outputs-concorde,623.out,263.0,410.0,673.0
outputs-concorde,624.out,86.0,94.0,180.0
outputs-concorde,625.out,86.0,94.0,180.0
outputs-concorde,626.out,23.0,75.0,98.0
outputs-concorde,627.out,531.5127,1354.0,1885.5127
outputs-concorde,628.out,561862.46,135826.0,697688.46
outputs-concorde,629.out,240.12,84.0,324.12
outputs-concorde,63.out,100.0,150.0,250.0
outputs-concorde,630.out,78.0,54.0,132.0
outputs-concorde,631.out,46.0,26.0,72.0
outputs-concorde,632.out,41.0,28.0,69.0
outputs-concorde,633.out,351066546.0,1141.0,351067687.0
outputs-concorde,634.out,333877963.0,1222.0,333879185.0
outputs-concorde,635.out,234984239.0,764.0,234985003.0
outputs-concorde,636.out,6070.0,5148.0,11218.0
outputs-concorde,637.out,12045.0,11071.0,23116.0
outputs-concorde,638.out,93.0,19.0,112.0
outputs-concorde,639.out,26.0,18.0,44.0
outputs-concorde,64.out,200.0,300.0,500.0
outputs-concorde,640.out,29.0,27.0,56.0
outputs-concorde,645.out,8000004945.001199,6000004985.999801,14000009931.001
outputs-concorde,646.out,6354.0008,2546.0001,8900.0009
outputs-concorde,647.out,2316.0,380.0,2696.0
outputs-concorde,648.out,4517.4082,4129.7341,8647.1423
outputs-concorde,649.out,5608.1375,5232.1383,10840.2758
outputs-concorde,65.out,50.0,75.0,125.0
outputs-concorde,650.out,3313.952,2629.2259999999997,5943.178
outputs-concorde,651.out,501.0,128.0,629.0
outputs-concorde,652.out,605.0,270.0,875.0
outputs-concorde,653.out,191.0,78.0,269.0
outputs-concorde,654.out,655.0,905.0,1560.0
outputs-concorde,655.out,1314.0,1810.0,3124.0
outputs-concorde,656.out,154.0,78.0,232.0
outputs-concorde,657.out,10156.0,7139.0,17295.0
outputs-concorde,658.out,10043.0,5128.0,15171.0
outputs-concorde,659.out,10756.0,7028.0,17784.0
outputs-concorde,66.out,82.0,98.0,180.0
outputs-concorde,660.out,18079.0,33031.0,51110.0
outputs-concorde,661.out,36160.0,66061.0,102221.0
outputs-concorde,662.out,6025.0,11011.0,17036.0
outputs-concorde,663.out,2818.0,22781.0,25599.0
outputs-concorde,664.out,5212.0,46601.0,51813.0
outputs-concorde,665.out,3646.0,16099.0,19745.0
outputs-concorde,666.out,52726607175.20165,47997576199.71587,100724183374.91753
outputs-concorde,667.out,62402349390.7863,61996467555.53881,124398816946.3251
outputs-concorde,668.out,64194490392.993256,39998566119.05085,104193056512.0441
outputs-concorde,669.out,1376.0,3633.0,5009.0
outputs-concorde,67.out,176.0,169.0,345.0
outputs-concorde,670.out,2001.0,7553.0,9554.0
outputs-concorde,671.out,1216.0,1293.0,2509.0
outputs-concorde,672.out,0.025299999999999902,1474.0,1474.0253
outputs-concorde,673.out,0.05850000000000065,12902.0,12902.0585
outputs-concorde,674.out,0.007500000000000007,149.0,149.0075
outputs-concorde,675.out,8.310870000000001,4.0056400000000005,12.316510000000001
outputs-concorde,676.out,19.66521,8.01046,27.675669999999997
outputs-concorde,677.out,2.87204,2.06339,4.93543
outputs-concorde,678.out,391968.54,352487.98,744456.52
outputs-concorde,679.out,738597.58,505706.67000000004,1244304.25
outputs-concorde,68.out,18.0,18.0,36.0
outputs-concorde,680.out,430780.42000000004,461860.63999999996,892641.06
outputs-concorde,681.out,30846519.5213,31265346.6206,62111866.1419
outputs-concorde,682.out,39385096.9027,40621618.56940001,80006715.47210002
outputs-concorde,683.out,24267012.248600002,20819623.9466,45086636.1952
outputs-concorde,684.out,126.40999999999998,99.506,225.916
outputs-concorde,685.out,114.043,106.10300000000001,220.14600000000002
outputs-concorde,686.out,41.776999999999994,37.964000000000006,79.741
outputs-concorde,687.out,982.0,3328.0,4310.0
outputs-concorde,688.out,2269.0,4992.0,7261.0
outputs-concorde,689.out,834.0,1635.0,2469.0
outputs-concorde,69.out,7130.0,11700.0,18830.0
outputs-concorde,690.out,188.0,78.0,266.0
outputs-concorde,691.out,96.0,43.0,139.0
outputs-concorde,692.out,108.0,59.0,167.0
outputs-concorde,693.out,25.0,24.0,49.0
outputs-concorde,694.out,46.0,44.0,90.0
outputs-concorde,695.out,11.0,11.0,22.0
outputs-concorde,699.out,16499.055880000007,3563.0,20062.055880000007
outputs-concorde,7.out,7457692.2922,307693.0814,7765385.3736000005
outputs-concorde,70.out,7130.0,11700.0,18830.0
outputs-concorde,700.out,22243.824990000005,8257.0,30500.824990000005
outputs-concorde,701.out,9841.08673,3601.0,13442.08673
outputs-concorde,702.out,274.0,1200.0,1474.0
outputs-concorde,703.out,19472.0,2706.0,22178.0
outputs-concorde,704.out,374102.0,170.0,374272.0
outputs-concorde,708.out,6.0,4.0,10.0
outputs-concorde,709.out,16.0,9.0,25.0
outputs-concorde,71.out,7130.0,11700.0,18830.0
outputs-concorde,710.out,24.0,29.0,53.0
outputs-concorde,714.out,351066546.0,1141.0,351067687.0
outputs-concorde,715.out,333877963.0,1222.0,333879185.0
outputs-concorde,716.out,234984239.0,764.0,234985003.0
outputs-concorde,717.out,546.0,818.0,1364.0
outputs-concorde,718.out,613.0,2419.0,3032.0
outputs-concorde,719.out,504.0,303.0,807.0
outputs-concorde,72.out,62.0,40.0,102.0
outputs-concorde,720.out,65.0,64.0,129.0
outputs-concorde,721.out,85.0,80.0,165.0
outputs-concorde,722.out,64.0,59.0,123.0
outputs-concorde,723.out,509.3627,589.814,1099.1767
outputs-concorde,724.out,582.17,651.0179999999999,1233.1879999999999
outputs-concorde,725.out,449.8551,492.71000000000004,942.5651
outputs-concorde,726.out,29324756.558899995,16057683.312,45382439.8709
outputs-concorde,727.out,63453081.45140003,34586861.664,98039943.11540002
outputs-concorde,728.out,9531851176.3876,2321115991.0871,11852967167.4747
outputs-concorde,729.out,3594.0,4018.0,7612.0
outputs-concorde,73.out,360.0,370.0,730.0
outputs-concorde,730.out,13886.0,17776.0,31662.0
outputs-concorde,731.out,969.0,956.0,1925.0
outputs-concorde,732.out,1393755.75,918796.8599999999,2312552.61
outputs-concorde,733.out,3570916.809999994,1900152.670000001,5471069.479999995
outputs-concorde,734.out,184078.05000000008,26799.71,210877.76000000007
outputs-concorde,735.out,1640.0,860.0,2500.0
outputs-concorde,736.out,12800.0,3410.0,16210.0
outputs-concorde,737.out,613.0,816.0,1429.0
outputs-concorde,738.out,301.0,336.0,637.0
outputs-concorde,739.out,306.0,354.0,660.0
outputs-concorde,74.out,28.0,32.0,60.0
outputs-concorde,740.out,18.0,12.0,30.0
outputs-concorde,741.out,1656.0,4760.0,6416.0
outputs-concorde,742.out,4313.0,19358.0,23671.0
outputs-concorde,743.out,929.0,778.0,1707.0
outputs-concorde,744.out,1658.0,1143.0,2801.0
outputs-concorde,745.out,1432.0,1033.0,2465.0
outputs-concorde,746.out,1166.0,895.0,2061.0
outputs-concorde,747.out,651.0,521.0,1172.0
outputs-concorde,748.out,844.0,695.0,1539.0
outputs-concorde,749.out,527.0,428.0,955.0
outputs-concorde,75.out,3233.0,777.0,4010.0
outputs-concorde,750.out,359.0,374.0,733.0
outputs-concorde,751.out,395.0,348.0,743.0
outputs-concorde,752.out,363.0,325.0,688.0
outputs-concorde,76.out,6415.0,1666.0,8081.0
outputs-concorde,77.out,487.0,490.0,977.0
outputs-concorde,78.out,37077.0,39992.0,77069.0
outputs-concorde,79.out,72289.0,81630.0,153919.0
outputs-concorde,8.out,1987727.8368000002,87862.33570000001,2075590.1725
outputs-concorde,80.out,3937.0,4739.0,8676.0
outputs-concorde,81.out,153.0,48.0,201.0
outputs-concorde,82.out,286.0,95.0,381.0
outputs-concorde,83.out,66.0,14.0,80.0
outputs-concorde,84.out,141596884.22530004,709267.3895,142306151.61480004
outputs-concorde,85.out,4079737348.0781994,1306232.5918999999,4081043580.6700993
outputs-concorde,86.out,41127241.562800005,370697.49770000007,41497939.0605
outputs-concorde,87.out,112.10000000000001,72.0,184.10000000000002
outputs-concorde,88.out,216.20000000000005,129.0,345.20000000000005
outputs-concorde,89.out,53.8,37.0,90.8
outputs-concorde,9.out,148.95,178.68999999999997,327.64
outputs-concorde,90.out,968707.73,400021.0,1368728.73
outputs-concorde,91.out,2231757.0,2935.0,2234692.0
outputs-concorde,92.out,454781.39999999997,150013.0,604794.3999999999
outputs-concorde,93.out,215.0,165.0,380.0
outputs-concorde,94.out,331.0,367.0,698.0
outputs-concorde,95.out,130.0,35.0,165.0
outputs-concorde,96.out,33560.599999999926,4.799999999999999,33565.39999999993
outputs-concorde,97.out,21547.0,100.0,21647.0
outputs-concorde,98.out,6985.40000000001,2.2000000000000006,6987.6000000000095
outputs-concorde,99.out,376.0,285.0,661.0
